judul_ta,deskripsi,judul_preprocessed,deskripsi_preprocessed
ELECTRICAL LOAD CONTROL DENGAN MENGGUNAKAN METODE FUZZY MAMDANI UNTUK MENYETABILKAN TEGANGAN DAN FREKUENSI,"Didalam suatu pembangkit listrik tanaga mikrohidro terdapat pengontrolan beban, salah satunya adalah electronic load controller (ELC), yang berfungsi sebagai pengendali beban yang masuk kedalam beban konsumen (beban utama) dan beban komplement dimana dalam beban electronic load controller (ELC) dapat mempertahankan nilai dari putaran, frekuensi, dan tegangan pada generator sinkron. Penelitian ini bertujuan untuk mengetahui perancangan sistem electronic load controller menggunakan software Simulink, dengan spesifikasi generator sinkron dengan tegangan 230/400V, frekuensi 50 Hz, serta putaran 1500 rpm dan mengetahui performansi atau unjuk kerja dari sisten ELC. Paramater yang diamati dalam penelitian ini berupa keluaran dari nilai putaran, frekuensi, tegangan, arus, serta beban baik beban konsumen ataupun beban komplemen pada sistem ELC . Hasil pengujian electronic load controller (ELC) mampu menjaga daya beban rata-rata sebesar -25,28% dengan fluktuasi putaran rata-rata sebesar 0.84% atau 1512,54 rpm, frekuensi rata-rata sebesar 0.56% atau 50,28 Hz, tegangan antar fasa rata-rata sebesar -0.35% atau 398,35V, dan tegangan fasa netral rata-rata sebesar 0.99% atau 232,27V dari nilai nominalnya.",electrical load control dengan menggunakan metode fuzzy mamdani untuk menyetabilkan tegangan dan frekuensi,didalam suatu pembangkit listrik tanaga mikrohidro terdapat pengontrolan beban salah satunya adalah electronic load controller elc yang berfungsi sebagai pengendali beban yang masuk kedalam beban konsumen beban utama dan beban komplement dimana dalam beban electronic load controller elc dapat mempertahankan nilai dari putaran frekuensi dan tegangan pada generator sinkron penelitian ini bertujuan untuk mengetahui perancangan sistem electronic load controller menggunakan software simulink dengan spesifikasi generator sinkron dengan tegangan 230 400v frekuensi 50 hz serta putaran 1500 rpm dan mengetahui performansi atau unjuk kerja dari sisten elc paramater yang diamati dalam penelitian ini berupa keluaran dari nilai putaran frekuensi tegangan arus serta beban baik beban konsumen ataupun beban komplemen pada sistem elc hasil pengujian electronic load controller elc mampu menjaga daya beban rata-rata sebesar -25 28 dengan fluktuasi putaran rata-rata sebesar 0 84 atau 1512 54 rpm frekuensi rata-rata sebesar 0 56 atau 50 28 hz tegangan antar fasa rata-rata sebesar -0 35 atau 398 35v dan tegangan fasa netral rata-rata sebesar 0 99 atau 232 27v dari nilai nominalnya
IMPLEMENTASI REQUEST USER PADA JARINGAN HOTSPOT MIKROTIK MENGGUNAKAN WEB (STUDI KASUS SMK NEGERI 1 NGULING),"1. User Interface _x000D_
2. Menggunakan API Mikrotik _x000D_
3. Pendaftaran User _x000D_
4. Pedaftaran Perangkat Hardware yang tersambung internet dengan Mengguanakan Mac Adreess_x000D_
5. Laporan Gangguan Akses Internet",implementasi request user pada jaringan hotspot mikrotik menggunakan web studi kasus smk negeri 1 nguling,1 user interface 2 menggunakan api mikrotik 3 pendaftaran user 4 pedaftaran perangkat hardware yang tersambung internet dengan mengguanakan mac adreess 5 laporan gangguan akses internet
Analisis Data Mining Market Basket Untuk Mengetahui Pola Penjualan di Koperasi Induk (KOPIN) Wilayah Az-Zaniyah Menggunakan Algoritma Apriori (Studi Kasus : Pondok Pesantren Nurul Jadid),"Penelitian ini bertujuan untuk melakukan analisis data mining dengan teknik Market Basket pada Enjemart, sebuah swalayan yang bergerak di bidang penjualan kebutuhan di Pondok Pesantren Nurul Jadid, Paiton, Probolinggo. Dalam penelitian ini, algoritma Apriori digunakan untuk mengidentifikasi pola pembelian konsumen yang sering terjadi dan produk yang paling sering dibeli berdasarkan data transaksi di Enjemart. Dengan menganalisis pola pembelian konsumen, Enjemart dapat memperbaiki strategi penjualan mereka, seperti menempatkan produk yang paling diminati di lokasi yang memberikan penawaran khusus atau meningkatkan persediaan produk yang sering dibeli oleh konsumen. Tujuan utama dari penelitian ini adalah untuk meningkatkan keuntungan Enjemart dan memuaskan kebutuhan konsumen.",analisis data mining market basket untuk mengetahui pola penjualan di koperasi induk kopin wilayah az-zaniyah menggunakan algoritma apriori studi kasus pondok pesantren nurul jadid,penelitian ini bertujuan untuk melakukan analisis data mining dengan teknik market basket pada enjemart sebuah swalayan yang bergerak di bidang penjualan kebutuhan di pondok pesantren nurul jadid paiton probolinggo dalam penelitian ini algoritma apriori digunakan untuk mengidentifikasi pola pembelian konsumen yang sering terjadi dan produk yang paling sering dibeli berdasarkan data transaksi di enjemart dengan menganalisis pola pembelian konsumen enjemart dapat memperbaiki strategi penjualan mereka seperti menempatkan produk yang paling diminati di lokasi yang memberikan penawaran khusus atau meningkatkan persediaan produk yang sering dibeli oleh konsumen tujuan utama dari penelitian ini adalah untuk meningkatkan keuntungan enjemart dan memuaskan kebutuhan konsumen
Deteksi Sampah Organik dan Non Organik Menggunakan Metode Mask R-CNN Untuk Mendukung Kampanye Zero Waste di Lingkungan Pondok Pesantren Nurul Jadid Berbasis Web Flask,"Produk dari aktivitas keseharian yang tidak dapat di hindari adalah sampah. sampah yang tidak dikelola dengtan baik akan menimbulkan pencemaran tanah, air, maupun udara. sampah sering menjadi barang tidak berharga sehingga menyebabkan tidak adanya kepedulian terhadap keberadaan sampah tersebut. Sampah menurut asal zat yang dikandungnya, secara garing besar terbagi menjadi 2 kelompok yaitu sampah organik dan sampah non organik. sampah organik adalah sampah yang berasal dari makhluk hidup seperti daun, sayur, buah buahan. sedangkan sampah non organik merupakan sampah yang sulit terdegradasi seperti kaleng, plastik, besi, sehingga untuk mengolahnya memerlukan biaya dan teknologi tinggi.",deteksi sampah organik dan non organik menggunakan metode mask r-cnn untuk mendukung kampanye zero waste di lingkungan pondok pesantren nurul jadid berbasis web flask,produk dari aktivitas keseharian yang tidak dapat di hindari adalah sampah sampah yang tidak dikelola dengtan baik akan menimbulkan pencemaran tanah air maupun udara sampah sering menjadi barang tidak berharga sehingga menyebabkan tidak adanya kepedulian terhadap keberadaan sampah tersebut sampah menurut asal zat yang dikandungnya secara garing besar terbagi menjadi 2 kelompok yaitu sampah organik dan sampah non organik sampah organik adalah sampah yang berasal dari makhluk hidup seperti daun sayur buah buahan sedangkan sampah non organik merupakan sampah yang sulit terdegradasi seperti kaleng plastik besi sehingga untuk mengolahnya memerlukan biaya dan teknologi tinggi
Sistem Informasi Kearsipan Akta Berbasis Web Menggunakan Django,"Proses pengarsipan akta di PPAT Muhamad Nur Kholis Muslim,S.H,M.Kn masih disimpan dalam bentuk folder di komputer, sehingga membutuhkan waktu lama dalam proses pencarian data yang dibutuhkan karyawan, selain itu pembuatan laporan masih dikerjakan dengan menggunakan aplikasi Microsoft Office Excel, sehingga banyak membuang waktu dan tidak sedikit kesalahan terjadi dalam penyusunan laporan. Dengan adanya aplikasi ini, bisa membantu permasalahan karyawan dalam pengarsipan akta dan pembuatan laporan. Aplikasi ini akan dilengkapi dengan fitur hak akses setiap karyawan, input data, pencarian data, upload pdf, export excel, cetak laporan, dan grafik.",sistem informasi kearsipan akta berbasis web menggunakan django,proses pengarsipan akta di ppat muhamad nur kholis muslim s h m kn masih disimpan dalam bentuk folder di komputer sehingga membutuhkan waktu lama dalam proses pencarian data yang dibutuhkan karyawan selain itu pembuatan laporan masih dikerjakan dengan menggunakan aplikasi microsoft office excel sehingga banyak membuang waktu dan tidak sedikit kesalahan terjadi dalam penyusunan laporan dengan adanya aplikasi ini bisa membantu permasalahan karyawan dalam pengarsipan akta dan pembuatan laporan aplikasi ini akan dilengkapi dengan fitur hak akses setiap karyawan input data pencarian data upload pdf export excel cetak laporan dan grafik
Aplikasi Rekapitulasi Dana BOS berbasis WEB di MI islamiyah Kertosono.,"Aplikasi ini menyediakan Login bagi kepala sekolah, TU, dan Bendahara, sehigga dalam penyaluran dana BOS di kontrol bersama, sistem ini di ciptakan agar memudahkan sekolah dalam merekap aliran dana BOS dan RKAM (Rencana kegiatan anggaran sekolah).",aplikasi rekapitulasi dana bos berbasis web di mi islamiyah kertosono,aplikasi ini menyediakan login bagi kepala sekolah tu dan bendahara sehigga dalam penyaluran dana bos di kontrol bersama sistem ini di ciptakan agar memudahkan sekolah dalam merekap aliran dana bos dan rkam rencana kegiatan anggaran sekolah
Sistem monitoring kegiatan keagamaan LIK untuk Dosen Wali di universitas nurul jadid,Ini bertujuan untuk memonitoring kegiatan keagamaan lik untuk dosen wali di universitas nurul jadid,sistem monitoring kegiatan keagamaan lik untuk dosen wali di universitas nurul jadid,ini bertujuan untuk memonitoring kegiatan keagamaan lik untuk dosen wali di universitas nurul jadid
Perancangan sistem manajemen akreditasi di madrasah darul karomah berbasis web,"Madrasah darul karomah adalah madrasah yang belum terdapat suatu sistem komputerisasi yang tertata, sehingga pengerjaannya tidak jauh berbeda dengan pengerjaan secara manual.kantor madrasah darul karomah memiliki beberapa komputer untuk memenuhipekerjaan. Seperti penginputan, pelaporan, perekapan data_x000D_
Dalam hal perekapan, masih menggunakan rekapan secara manual. Dalam hal penginputan, masih menggunakan penginputan secara manual. Untuk di jadikan bahan evaluasi setiap bulannya, harus menunggu semua guru untuk menyerahkan terhadap bagian admin sekolah untuk dijadikan sebuah laporan terhadap kepala sekolah. Oleh karena itu sangat dibutuhkan sebuah aplikasi yang bisa menunjang tentang progres hasil siswa madrasah darul karomah setiap bulannya dan di jadikan sebuah arsip data untuk di jadikan sebuah pra syarat akreditasi. Maka dari ini semua, kami sebagai penulis ingin membuat sebuah aplikasi perancangan sisten manajemen Akreditasi di madrasah darul karomah berbasis Web tersebut",perancangan sistem manajemen akreditasi di madrasah darul karomah berbasis web,madrasah darul karomah adalah madrasah yang belum terdapat suatu sistem komputerisasi yang tertata sehingga pengerjaannya tidak jauh berbeda dengan pengerjaan secara manual kantor madrasah darul karomah memiliki beberapa komputer untuk memenuhipekerjaan seperti penginputan pelaporan perekapan data dalam hal perekapan masih menggunakan rekapan secara manual dalam hal penginputan masih menggunakan penginputan secara manual untuk di jadikan bahan evaluasi setiap bulannya harus menunggu semua guru untuk menyerahkan terhadap bagian admin sekolah untuk dijadikan sebuah laporan terhadap kepala sekolah oleh karena itu sangat dibutuhkan sebuah aplikasi yang bisa menunjang tentang progres hasil siswa madrasah darul karomah setiap bulannya dan di jadikan sebuah arsip data untuk di jadikan sebuah pra syarat akreditasi maka dari ini semua kami sebagai penulis ingin membuat sebuah aplikasi perancangan sisten manajemen akreditasi di madrasah darul karomah berbasis web tersebut
SISTEM INFORMASI GEOGRAFIS OBAT HERBAL DI DAERAH TIRIS BERBASIS ANDROID,"Hasil Observasi di daerah tiris memang banyak pepohonan dan rerumputan yang berguna untuk segala macam pengobatan akan tetapi masyarakat sana masih sedikit yang tahu akan hal itu. Cuaca penghujan menyebabkan sushu di pegunungan sana naik turun hingga banyak menyebabkan masyarakat mengalami sakit hingga muncul berbagai penyakit, akan tetapi mereka lebih memilih jauh -jauh untuk pergi ke klinik dan lebih memilih untuk berobat kepada obat dokter yang masih banyak akan efek samping. Jauh berbeda dengan obat herbal yang kaya akan hasiat dan sedikit efek samping ini. Aplikasi ini di buat dengan beberapa masalah di daerah sana terutama masih sedikit yang tahu tanaman tradisional yang bisa menyembuhkan penyakit serius di daerah sana, masih sedikitnya yang tahu cara meracik obat herbal. Masih sedikitnya yang tahu jenis tanaman tanamannya. Penduduk / masyarakat sana masih kesulitan mengobati keluarganya terutama dalam mengantar keluarga yang sakit pada puskesmas atau klinik yang lokasinya jauh dari daerah sana. masyarakat membutuhkan sekali ilmu pengetahuan yang bisa mengajan' mereka unutk mengenal tanaman tanaman yang bisa di racik sebagai obat herbal untuk kesehatan mereka. Sistem ini menginformasikan segala macam penyakit dari penyebab, gejala, dan cara penyembuhan.",sistem informasi geografis obat herbal di daerah tiris berbasis android,hasil observasi di daerah tiris memang banyak pepohonan dan rerumputan yang berguna untuk segala macam pengobatan akan tetapi masyarakat sana masih sedikit yang tahu akan hal itu cuaca penghujan menyebabkan sushu di pegunungan sana naik turun hingga banyak menyebabkan masyarakat mengalami sakit hingga muncul berbagai penyakit akan tetapi mereka lebih memilih jauh -jauh untuk pergi ke klinik dan lebih memilih untuk berobat kepada obat dokter yang masih banyak akan efek samping jauh berbeda dengan obat herbal yang kaya akan hasiat dan sedikit efek samping ini aplikasi ini di buat dengan beberapa masalah di daerah sana terutama masih sedikit yang tahu tanaman tradisional yang bisa menyembuhkan penyakit serius di daerah sana masih sedikitnya yang tahu cara meracik obat herbal masih sedikitnya yang tahu jenis tanaman tanamannya penduduk masyarakat sana masih kesulitan mengobati keluarganya terutama dalam mengantar keluarga yang sakit pada puskesmas atau klinik yang lokasinya jauh dari daerah sana masyarakat membutuhkan sekali ilmu pengetahuan yang bisa mengajan mereka unutk mengenal tanaman tanaman yang bisa di racik sebagai obat herbal untuk kesehatan mereka sistem ini menginformasikan segala macam penyakit dari penyebab gejala dan cara penyembuhan
Penerapan Metode Prototype Pada Sistem Informasi Pemesanan Produk Percetakan Di Mandiri Digital Printing Nurul Jadid,"Cv. Mandiri Digital Printing Merupakan sebuah Cv yang melayani jasa cetak dokumen, banner, brousur, buku, dan pembuatan pin (gantungan kunci). saat ini, proses pemesanannya masih dilakukan dengan datang langsung ke percetakan yang dimaksud. selain itu, bukti pemesanannya hanya berupa nota kertas yang d tulis secara manual sehingga rentan terjadi kerusakan bukti pemesanan. sedangkan pembuatan laporan masih dilakukan secara manual berupa pembukuan dengan acuan data nota pemesanan pelanggan dalam periode tertentu, apabila nota rusak atau hilang, maka pembuatan laporan akan sulit dan tidak balance. berdasarkan masalah yang ada pada cv. Mandiri Digital Printing Nurul Jadid, penelitian ini memberikan solusi sebuah rancangan sistem informasi pemesanan produk berbasis website. dengan adanya rancangan tersebut diharapkan menjadi acuan bagi paneliti selanjutnya untuk mengaplikasikan rancangan sesuai dengan penelitian yang telah peniliti susun.",penerapan metode prototype pada sistem informasi pemesanan produk percetakan di mandiri digital printing nurul jadid,cv mandiri digital printing merupakan sebuah cv yang melayani jasa cetak dokumen banner brousur buku dan pembuatan pin gantungan kunci saat ini proses pemesanannya masih dilakukan dengan datang langsung ke percetakan yang dimaksud selain itu bukti pemesanannya hanya berupa nota kertas yang d tulis secara manual sehingga rentan terjadi kerusakan bukti pemesanan sedangkan pembuatan laporan masih dilakukan secara manual berupa pembukuan dengan acuan data nota pemesanan pelanggan dalam periode tertentu apabila nota rusak atau hilang maka pembuatan laporan akan sulit dan tidak balance berdasarkan masalah yang ada pada cv mandiri digital printing nurul jadid penelitian ini memberikan solusi sebuah rancangan sistem informasi pemesanan produk berbasis website dengan adanya rancangan tersebut diharapkan menjadi acuan bagi paneliti selanjutnya untuk mengaplikasikan rancangan sesuai dengan penelitian yang telah peniliti susun
Implementasi Augmented Reality Pada Bongkar Pasang Personal Computer (PC) Sebagai Media Pembelajaran Interaktif,"Augmented Reality adalah teknologi yang menggabungkan benda maya dua dimensi ataupun tiga dimensi kedalam sebuah lingkungan nyata tiga dimensi lalu memproyeksikan secara real time. Augmented reality dapat digunakan untuk memvisualisasikan konsep abstrak untuk pemahaman dan struktur suatu model objek. Pemanfaatan augmented reality dapat diterapkan dalam dunia pendidikan seperti di sekolah menengah kejuruan (SMK) pada jurusan Teknik Komputer Jaringan yang mempelajari hardware komputer, jaringan sampai perakitan komputer. Dalam penerapannya, augmented reality dapat digunakan untuk pembelajaran interaktif bongkar pasang system unit personal computer (PC) yang dapat menampilkan gambar tiga dimensi dengan scan marker terlebih dahulu. Dalam penelitian ini, penulis menggunakan modul ajar SMK jurusan Teknik Komputer Jaringan yang kemudian dibuat sebagai marker. _x000D_
Dengan adanya media pembelajaran yang bersifat tiga dimensi, pembelajaran pun menjadi lebih efisien sehingga siswa yang belajar dapat langsung melihat sekaligus observasi pengalaman belajar secara langsung seperti bentuk hardware, dan tampilan pun lebih menarik dibandingkan pembelajaran pada umumnya. Inovasi penggunaan augmented reality pada media pembelajaran multimedia  ini diharapkan akan memotivasi siswa untuk belajar mandiri  sekaligus mendapatkan efisiensi waktu dan tempat. Selain itu dengan media pembelajaran interaktif ini, diharapkan dapat mengurangi kejenuhan dalam belajar dan siswa bisa mempraktekkannya sendiri dirumah._x000D_
_x000D_
â€ƒ_x000D_
Augmented reality yang akan dibuat nantinya berbentuk pembelajaran interaktif yang fokus pada hardware computer dan juga cara bongkar pasang pc, mulai dari :_x000D_
1.	Penjelasan masing-masing bagian hardware komputer_x000D_
2.	Bongkar Pasang RAM komputer_x000D_
3.	Bongkar Pasang Prosesor_x000D_
4.	Bongkar Pasang Hardisk_x000D_
5.	Bongkar Pasang VGA card",implementasi augmented reality pada bongkar pasang personal computer pc sebagai media pembelajaran interaktif,augmented reality adalah teknologi yang menggabungkan benda maya dua dimensi ataupun tiga dimensi kedalam sebuah lingkungan nyata tiga dimensi lalu memproyeksikan secara real time augmented reality dapat digunakan untuk memvisualisasikan konsep abstrak untuk pemahaman dan struktur suatu model objek pemanfaatan augmented reality dapat diterapkan dalam dunia pendidikan seperti di sekolah menengah kejuruan smk pada jurusan teknik komputer jaringan yang mempelajari hardware komputer jaringan sampai perakitan komputer dalam penerapannya augmented reality dapat digunakan untuk pembelajaran interaktif bongkar pasang system unit personal computer pc yang dapat menampilkan gambar tiga dimensi dengan scan marker terlebih dahulu dalam penelitian ini penulis menggunakan modul ajar smk jurusan teknik komputer jaringan yang kemudian dibuat sebagai marker dengan adanya media pembelajaran yang bersifat tiga dimensi pembelajaran pun menjadi lebih efisien sehingga siswa yang belajar dapat langsung melihat sekaligus observasi pengalaman belajar secara langsung seperti bentuk hardware dan tampilan pun lebih menarik dibandingkan pembelajaran pada umumnya inovasi penggunaan augmented reality pada media pembelajaran multimedia ini diharapkan akan memotivasi siswa untuk belajar mandiri sekaligus mendapatkan efisiensi waktu dan tempat selain itu dengan media pembelajaran interaktif ini diharapkan dapat mengurangi kejenuhan dalam belajar dan siswa bisa mempraktekkannya sendiri dirumah augmented reality yang akan dibuat nantinya berbentuk pembelajaran interaktif yang fokus pada hardware computer dan juga cara bongkar pasang pc mulai dari 1 penjelasan masing-masing bagian hardware komputer 2 bongkar pasang ram komputer 3 bongkar pasang prosesor 4 bongkar pasang hardisk 5 bongkar pasang vga card
Rancang Bangun Aplikasi Surat Perintah Perjalanan Dinas (SPPD) Menggunakan Framework CodeIgniter ( CI ) Di Universitas Nurul Jadid.,"Surat perintah perjalan dinas (SPPD) merupakan surat perintah kerja yang diberikan oleh atasan atau kepala pegawai untuk melakukan tugas kerja ke instansi atau kantor yang yang ada di tempat lain. Dalam proses pembuatan SPPD Universitas Nuru Jadid masih dilakukan secara sederhana dengan pencatatan manual menggunakan Microsoft Office. Hal ini mengakibatkan sistem menjadi kurang efektif dan efisien, baik dari segi materi maupun waktu. Untuk mengatasi permasalahan tersebut, perlu dibangun sebuah aplikasi yang dapat memudahkan karyawan dalam pembuatan surat perintah perjalan dinas, pengelolahan biaya, penghitungan biaya, pencetakan surat tugas dan kwitansi biaya perjalanan. _x000D_
Dengan adanya aplikasi tersebut dapat memudahkan karyawan untuk membuat surat perjalanan dinas dan pengelolaan data perjalanan dinas terkelola dengan lebih baik._x000D_
Penggunaan aplikasi Surat Perintah Perjalanan Dinas (SPPD) Menggunkan Framework Codeigniter. _x000D_
1.	Pada website ini akan terdapat 2 halaman, yaitu_x000D_
a.	Bagian SPPD_x000D_
â€¢	Melihat status keuangan yang di Acc yang berkaitan dengan perjalanan dinas_x000D_
b.	Bagian keuangan SPPD _x000D_
Menampilkan biaya perjalanan dinas yang berdasarkan Acc warek",rancang bangun aplikasi surat perintah perjalanan dinas sppd menggunakan framework codeigniter ci di universitas nurul jadid,surat perintah perjalan dinas sppd merupakan surat perintah kerja yang diberikan oleh atasan atau kepala pegawai untuk melakukan tugas kerja ke instansi atau kantor yang yang ada di tempat lain dalam proses pembuatan sppd universitas nuru jadid masih dilakukan secara sederhana dengan pencatatan manual menggunakan microsoft office hal ini mengakibatkan sistem menjadi kurang efektif dan efisien baik dari segi materi maupun waktu untuk mengatasi permasalahan tersebut perlu dibangun sebuah aplikasi yang dapat memudahkan karyawan dalam pembuatan surat perintah perjalan dinas pengelolahan biaya penghitungan biaya pencetakan surat tugas dan kwitansi biaya perjalanan dengan adanya aplikasi tersebut dapat memudahkan karyawan untuk membuat surat perjalanan dinas dan pengelolaan data perjalanan dinas terkelola dengan lebih baik penggunaan aplikasi surat perintah perjalanan dinas sppd menggunkan framework codeigniter 1 pada website ini akan terdapat 2 halaman yaitu a bagian sppd melihat status keuangan yang di acc yang berkaitan dengan perjalanan dinas b bagian keuangan sppd menampilkan biaya perjalanan dinas yang berdasarkan acc warek
APLIKASI MONITORING PERKEMBANGAN KESEHATAN LANSIA DI DESA BLIMBING BERBASIS WEB MENGGUNAKAN  FRAMEWORK LARAVEL,"Didalam perkembangan kesehatan terhadap masyarakat diperlukan sumber informasi yang lebih efisien, sehingga mempermudah untuk mengetahui prosedur dalam pemeriksaan bagi lansia di suatu desa. Pentingnya suatu informasi di berbagai desa ialah untuk memberikan pelayanan kesehatan secara online yang dapat digunakan untuk mengelola data-data pemeriksaan yang dilakukan oleh para kader dalam kegiatan yang dilakukan oleh posyandu. Sistem monitoring terus berkembang seiring dengan kemajuan teknologi yang semakin kompleks dalam berbagai bidang. Salah satu dari monitoring yang digunakan ialah dapat melakukan pengawasan secara fleksibel terhadap kesehatan untuk lansia._x000D_
Posyandu Lansia  merupakan posyandu yang bertempat Di Desa Blimbing Kecamatan Pakuniran Kabupaten Probolinggo. Di Desa Blimbing memiliki penduduk lansia yang perlu diperhatikan terhadap kesehataanya, dengan adanya pelayanan kesehatan yang diterapkan oleh desa maka dapat memberikan kemudahan bagi penduduk untuk mengetahui perkembangan kesehatan yang berlanjut usia. Untuk mengetahui kesehatan dari penduduk lansia yang dilakukan di Desa Blimbing diperlukan kegiatan posyandu secara rutin di Desa tersebut. Pada kegiatan Posyandu lansia di Desa Blimbing memiliki beberapa kegiatan yang diadakan yaitu, melakukan pengukuran tinggi badan, penimbangan berat badan, pengecekan tensi darah, gula darah, kolesterol, dan asam urat. Posyandu lansia mempunyai sekitar 100 anggota lansia yang terdaftar dan 10 orang kader. Namun terdapat permasalahan yang belum diatasi, yaitu  Pencatatan kesehatan lansia pada saat ini hampir semua masih dilakukan secara manual,  yaitu seperti proses pendaftaran yang dilakukan secara manual melalui buku sehingga dapat menghabiskan banyak waktu dan tenaga, memberikan kesulitan dalam pencatatan bagi petugas terhadap pasien lanjut usia. Selain itu terdapat pencatatan riwayat kesehatan seperti tinggi badan, berat badan, tekanan darah, kolesterol dan penyakit lainnya yang menyebabkan kekeliruan terhadap data-data yang dicatat oleh petugas posyandu. seperti data anggota posyandu lansia yang sering hilang, tidak terbaca, tidak ditulis, dan tidak tersimpan dengan baik serta kurangnya kesadaran lansia untuk merawat kesehatannya sendiri. Untuk menyelesaikan permasalahan yang ada maka diperlukan sistem monitoring dan memberikan informasi secara otomatis dengan menggunakan Bot WhatsApp yang dapat mempermudah bagi penduduk untuk melakukan pemeriksaan dan pendaftaran secara online, serta mudah untuk di kelola oleh petugas posyandu._x000D_
Solusi dari permasalahan diatas ialah dengan membangun sistem monitoring dan notifikasi melalui Bot WhatsApp sebagai layanan informasi di posyandu. Dengan adanya sistem yang dibangun maka dapat mempermudah untuk mengelola data yang lebih efisien, serta memberikan kemudahan bagi keluarga lansia untuk memantau kesehatannya. Dengan adanya sistem ini juga dapat memberikan kemudahan bagi petugas untuk mengelola data, merekap data dan melakukan pendaftaran pasien secara online, merekap data-data terhadap perkembangan kesehatan lansia di Desa Blimbing dengan berbasis framework laravel.",aplikasi monitoring perkembangan kesehatan lansia di desa blimbing berbasis web menggunakan framework laravel,didalam perkembangan kesehatan terhadap masyarakat diperlukan sumber informasi yang lebih efisien sehingga mempermudah untuk mengetahui prosedur dalam pemeriksaan bagi lansia di suatu desa pentingnya suatu informasi di berbagai desa ialah untuk memberikan pelayanan kesehatan secara online yang dapat digunakan untuk mengelola data-data pemeriksaan yang dilakukan oleh para kader dalam kegiatan yang dilakukan oleh posyandu sistem monitoring terus berkembang seiring dengan kemajuan teknologi yang semakin kompleks dalam berbagai bidang salah satu dari monitoring yang digunakan ialah dapat melakukan pengawasan secara fleksibel terhadap kesehatan untuk lansia posyandu lansia merupakan posyandu yang bertempat di desa blimbing kecamatan pakuniran kabupaten probolinggo di desa blimbing memiliki penduduk lansia yang perlu diperhatikan terhadap kesehataanya dengan adanya pelayanan kesehatan yang diterapkan oleh desa maka dapat memberikan kemudahan bagi penduduk untuk mengetahui perkembangan kesehatan yang berlanjut usia untuk mengetahui kesehatan dari penduduk lansia yang dilakukan di desa blimbing diperlukan kegiatan posyandu secara rutin di desa tersebut pada kegiatan posyandu lansia di desa blimbing memiliki beberapa kegiatan yang diadakan yaitu melakukan pengukuran tinggi badan penimbangan berat badan pengecekan tensi darah gula darah kolesterol dan asam urat posyandu lansia mempunyai sekitar 100 anggota lansia yang terdaftar dan 10 orang kader namun terdapat permasalahan yang belum diatasi yaitu pencatatan kesehatan lansia pada saat ini hampir semua masih dilakukan secara manual yaitu seperti proses pendaftaran yang dilakukan secara manual melalui buku sehingga dapat menghabiskan banyak waktu dan tenaga memberikan kesulitan dalam pencatatan bagi petugas terhadap pasien lanjut usia selain itu terdapat pencatatan riwayat kesehatan seperti tinggi badan berat badan tekanan darah kolesterol dan penyakit lainnya yang menyebabkan kekeliruan terhadap data-data yang dicatat oleh petugas posyandu seperti data anggota posyandu lansia yang sering hilang tidak terbaca tidak ditulis dan tidak tersimpan dengan baik serta kurangnya kesadaran lansia untuk merawat kesehatannya sendiri untuk menyelesaikan permasalahan yang ada maka diperlukan sistem monitoring dan memberikan informasi secara otomatis dengan menggunakan bot whatsapp yang dapat mempermudah bagi penduduk untuk melakukan pemeriksaan dan pendaftaran secara online serta mudah untuk di kelola oleh petugas posyandu solusi dari permasalahan diatas ialah dengan membangun sistem monitoring dan notifikasi melalui bot whatsapp sebagai layanan informasi di posyandu dengan adanya sistem yang dibangun maka dapat mempermudah untuk mengelola data yang lebih efisien serta memberikan kemudahan bagi keluarga lansia untuk memantau kesehatannya dengan adanya sistem ini juga dapat memberikan kemudahan bagi petugas untuk mengelola data merekap data dan melakukan pendaftaran pasien secara online merekap data-data terhadap perkembangan kesehatan lansia di desa blimbing dengan berbasis framework laravel
